ResponseID,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,workerId,site,hitId,assignmentId,condition,trait,consent,attn_check_1_1,attn_check_1_2,attn_check_1_3,attn_check_1_4,attn_check_1_5,attn_check_1_6,attn_check_1_7,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,multitab_faq,profile_num,profile_interest_num,attn_check_2,attn_check_3,engage_1,engage_2,engage_3,engage_4,ease_1,ease_2,ease_3,ease_4,ease_5,success_1,success_2,success_3,success_4,success_5,success_6,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,suc_1,suc_2,suc_3,suc_4,suc_5,suc_6,suc_7,suc_8,suc_9,suc_10,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,mc_compliance,mc_strategy,mc_strategy_use,trait-trait 1,trait-trait 2,trait-trait 3,careful_response,honest_response,debrief_concerns,debriefing,prevention,promotion,engage,ease,fit_success,fit_partner,ods,activity_distraction,pos_af,neg_af,duplicate,attn_check_1,attn_check,manip_check,exclusion
R_2cCxk9bgt1a5GuG,05040a62,0,2019-01-30T14:00:34Z,2019-01-30T14:30:44Z,1,96895791,62205c97,"Plenty of Fish, Tinder",39I4RL8QGJIRQV2P14NS6JMRSXPH4C,3IX2EGZR7BKX4RX7QIRRE984EMHRJB,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,6,3,5,6,7,6,4,5,5,6,4,pof,NA,10,2,2,10,5,4,4,4,6,4,7,2,3,7,7,8,8,7,8,5,7,5,5,5,7,4,14,14,14,14,15,14,14,13,14,13,3,4,2,2,3,1,1,1,1,1,2,4,1,2,1,3,4,2,2,1,40,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,Drugs,Alcohol,Doesn't like to travel.,1,1,NA,1,4.285714285714286,5.375,4.333333333333333,5.333333333333333,4.5,5.666666666666667,4.1,0,2.5,1.6,nonduplicated,0,pass,fail,eligible
R_3JEzKlLvTidmVTb,b93f05c0,0,2019-01-30T15:56:28Z,2019-01-30T16:36:19Z,1,68226074,41bf8fa5,Plenty of Fish,3VEI3XUCZRYQ4I2BVTRANLZS62JRPA,308XBLVESI5RM8ZV2QEAGLPR6IVRBF,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,6,2,4,5,1,5,5,4,7,2,7,7,6,4,pof,NA,7,3,2,10,7,5,1,5,7,1,7,1,1,8,7,8,7,9,7,7,7,7,7,7,7,7,16,14,12,11,17,16,17,12,15,15,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,34,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,real,friendly,hobbies and interests,1,1,NA,1,3.5714285714285716,5.25,4.333333333333333,7,4.666666666666667,7,4.1,0,2.1,1,nonduplicated,0,pass,fail,eligible
R_Z9SOTMHqZXnTKJH,12b6ad68,0,2019-01-30T17:34:07Z,2019-01-30T18:03:46Z,1,39765138,f33dc904,OkCupid,3VEI3XUCZRYQ4I2BVTRANLZS62JRPA,3HHRAGRYX86512SICEJAVKPW7XK9OU,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,4,6,4,4,5,4,5,2,4,5,5,okc,NA,15,2,2,10,6,6,4,5,5,2,7,3,4,7,7,7,8,8,8,5,7,5,5,7,6,4,15,16,12,16,16,16,12,16,16,12,4,1,2,1,2,1,1,1,2,1,1,3,1,2,1,1,3,1,3,1,33,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,has kids,incomplete profile,religious,1,1,NA,1,4.571428571428571,4.25,5.333333333333333,5.333333333333333,4.5,5.833333333333333,5.9,0,2.3,1,nonduplicated,0,pass,fail,eligible
R_3rHwgAEYYQvfXEi,1f21ebae,0,2019-01-30T22:51:24Z,2019-01-30T23:13:50Z,1,59087562,f7d6fe2e,"Badoo, OkCupid, Plenty of Fish, Zoosk",338431Z1FLG8JIQAGTEVYLU2WXNORQ,3MYYFCXHJ38GCJ5870AB935EUKL4GE,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,1,4,1,6,2,5,4,6,4,7,5,6,7,5,6,pof,NA,22,5,2,10,5,5,6,5,7,1,7,1,4,5,7,9,7,8,9,7,7,6,7,6,7,5,15,14,12,14,16,15,11,15,15,11,5,4,4,1,2,1,1,1,4,4,1,3,1,1,1,2,5,1,4,1,30,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,Nice Smile,Family,Travel,1,1,NA,1,3.2857142857142856,5.75,5.333333333333333,7,4.5,6.666666666666667,5.4,0,3.4,1.3,nonduplicated,0,pass,fail,eligible
R_2chkvnp4pKLW4ni,89522913,0,2019-01-30T22:48:54Z,2019-01-30T23:26:57Z,1,95789509,5f0c08c5,"eHarmony, Grindr, Match.com/ca, Tinder",3P888QFVX3V87HBA3EPVTVKX0BLOQP,3UNH76FOCS6W20FE7AWD2XTIL7VMYO,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,4,3,6,7,4,3,6,6,5,7,7,6,7,6,eharm,NA,6,3,2,10,6,6,5,7,7,1,6,6,7,10,10,9,9,9,9,6,6,7,6,6,5,6,16,15,13,15,15,15,13,15,16,13,4,2,3,1,3,2,1,1,3,4,2,4,1,4,1,4,3,1,3,1,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,compliant,desirable_compile,1,spirituality,good looking,athletic,1,1,NA,1,4.142857142857143,6.25,5.666666666666667,5.333333333333333,6.333333333333333,6,5.2,1,3.5,1.3,nonduplicated,0,pass,pass,eligible
R_27IDWOIReGzWlI6,1e5f611e,0,2019-01-31T15:40:50Z,2019-01-31T16:00:44Z,1,33654183,d8c43044,OkCupid,3P888QFVX3V87HBA3EPVTVKX0BLOQP,38F5OAUN5NDRV2I2T4Q0XF1P0UJH7L,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,7,5,5,4,4,5,5,7,5,5,4,5,3,2,okc,NA,22,8,2,10,5,5,4,3,6,1,6,3,3,5,5,5,5,7,6,7,5,7,7,7,5,5,14,13,15,12,14,13,15,13,13,16,3,1,1,1,1,2,1,1,1,1,2,3,2,1,1,1,3,1,1,1,40,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,non-smoking,religious similarity,drug-free,1,1,i can't think of anything,1,4.857142857142857,4.5,4.666666666666667,6,2.5,6.333333333333333,3,0,1.6,1.3,nonduplicated,0,pass,pass,eligible
R_3Gs5oCzC0hMmJMG,f33076d8,0,2019-01-31T16:51:43Z,2019-01-31T17:09:44Z,1,12593403,c7a26c5a,"Bumble, Coffee Meets Bagel, OkCupid, eHarmony, Match.com/ca, Plenty of Fish, Tinder, Zoosk",3YOAVL4CA0IDHG2J7QTZ6QQWON6Z4K,3FE2ERCCZX9QTP8PT3F7HAPBCB0PON,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,7,5,7,3,7,6,5,7,7,5,3,2,1,6,6,okc,NA,100,34,2,10,1,1,3,6,7,1,7,1,7,8,5,7,6,7,8,7,7,7,7,7,7,7,11,11,17,11,11,12,17,11,11,16,3,4,2,4,3,1,2,1,2,1,2,4,1,2,2,4,4,1,3,1,32,male,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,NA,funny,smart,fun,1,1,NA,1,5.714285714285714,4.625,1.6666666666666667,7,3.8333333333333335,7,1.2,0,2.8,1.9,nonduplicated,0,pass,fail,eligible
R_vrfWBQsMbxMostb,a86fc3f1,0,2019-02-01T10:39:47Z,2019-02-01T10:54:59Z,1,53934634,7bb2bb46,"Bumble, eHarmony",3VEI3XUCZRYQ4I2BVTRANLZS62JRPA,3H8DHMCCW9CYE1KKQ2WJAZRDEYMDKY,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,7,4,4,4,4,4,4,4,4,7,4,eharm,NA,0,0,1,10,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,27,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,noncompliant,undesirable_compile,3,i,didn't notice,anything,1,2,NA,1,4.571428571428571,4.375,1,5,1,1,2.8,1,3,3,nonduplicated,0,fail,pass,ineligible
R_1E5W74Kr502QIDQ,6e55c4f3,0,2019-02-01T11:41:34Z,2019-02-01T12:06:25Z,1,37708721,b5f098b2,"Grindr, Plenty of Fish, Tinder",3YOAVL4CA0IDHG2J7QTZ6QQWON6Z4K,37TRT2X24QSAOKGIUL51EU30WO4BJK,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,1,1,6,7,4,1,7,7,6,7,7,7,7,7,okc,1,22,17,2,10,7,7,7,5,7,1,7,1,4,10,10,10,10,10,10,7,7,7,7,7,7,7,17,15,12,15,16,16,13,17,17,12,4,2,5,1,3,1,1,1,5,4,1,3,1,5,4,4,5,4,5,1,21,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,honest,active,loving,1,1,NA,1,3.4285714285714284,6.875,7,7,7,7,6,0,4.3,1.7,nonduplicated,0,pass,pass,eligible
R_2uVErAeMGPm2jOx,d41913e0,0,2019-02-01T11:26:59Z,2019-02-01T12:06:47Z,1,32172153,8172e669,"Bumble, OkCupid, Tinder",39I4RL8QGJIRQV2P14NS6JMRSXPH4C,38F5OAUN5NDRV2I2T4Q0XF1P060H7Q,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,7,6,4,5,6,6,6,6,4,6,6,6,okc,NA,25,3,2,10,5,4,4,7,6,2,7,1,3,6,6,6,6,6,6,6,4,7,5,5,5,4,12,11,16,11,12,11,17,11,11,17,2,1,1,1,4,1,1,1,1,1,2,4,1,1,1,1,5,1,4,1,41,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,smoking,another religion,drinking,1,1,none,1,4.142857142857143,5.75,4.333333333333333,6.333333333333333,3,5.333333333333333,1.3,0,2.4,1.1,nonduplicated,0,pass,pass,eligible
R_xrW3dQTxv41uvgB,969a6027,0,2019-02-05T10:16:21Z,2019-02-05T10:32:57Z,1,65343156,5f6bf55e,"OkCupid, Plenty of Fish, Tinder, Zoosk",37SOB9Z0SSY8UV2BSBX7O6NSWWZL30,3S0TNUHWKTJEJ0IJHDZGKUIMKR68DB,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,5,3,3,3,4,5,4,4,4,5,pof,NA,26,3,2,10,5,4,3,4,3,3,3,3,3,6,7,6,7,6,5,3,3,3,4,4,4,5,13,14,13,14,13,14,13,13,14,12,2,2,1,3,2,2,3,4,3,3,2,3,2,2,1,1,3,3,2,2,43,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,funny,nurturing,appearance,1,1,none,1,3.5714285714285716,4,4,4.333333333333333,3.1666666666666665,3.5,4.1,0,2.2,2.4,nonduplicated,0,pass,pass,eligible
R_ZJ1LfPyX6RePz4R,2ccadd98,0,2019-02-05T10:16:04Z,2019-02-05T10:34:49Z,1,53138264,809f7494,Plenty of Fish,3MVY4USGB6OAOBFKXN1V4Y3C784SIL,3EQHHY4HQSTY8298L5TLEVBSVTLG5R,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,3,6,7,6,7,6,6,7,6,6,pof,NA,8,2,2,10,7,7,6,6,6,1,7,2,3,8,9,9,9,9,10,6,6,6,5,6,6,5,16,16,12,15,16,15,12,15,15,14,4,1,5,1,4,2,2,1,4,2,1,3,1,4,2,5,4,3,5,1,36,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,2,respect,honest,empathy,1,1,NA,1,5.428571428571429,6.375,6.666666666666667,6.333333333333333,6,5.833333333333333,5.4,0,4,1.5,nonduplicated,0,pass,pass,eligible
R_2s72Gq7F4EUGFzH,6b85923b,0,2019-02-05T10:17:24Z,2019-02-05T10:35:39Z,1,16303239,6ba68b01,Plenty of Fish,3KLL7H3EGD2QK8L4L0OFF9M46ZJHVM,3OUYGIZWR7Z5Q8G6RIDWR9TTFCXP0J,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,5,3,3,6,7,5,4,6,5,7,5,pof,NA,17,3,2,10,5,6,6,5,6,3,6,2,5,6,6,7,6,7,7,5,4,3,4,6,5,4,11,12,16,11,14,11,17,11,11,17,4,2,2,3,3,1,1,1,1,1,2,4,1,2,1,2,4,1,3,1,39,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,2,not interested in having children,no pets,photo looked aggressive,1,1,NA,1,3.5714285714285716,5.625,5.666666666666667,5.666666666666667,3.5,4.5,1.5,0,2.6,1.4,nonduplicated,0,pass,fail,eligible
R_2QMrB36H4kiwLBe,02b52a7d,0,2019-02-05T10:19:51Z,2019-02-05T10:40:11Z,1,47170938,814b1507,Plenty of Fish,3KLL7H3EGD2QK8L4L0OFF9M46ZJHVM,3TEM0PF1Q5YW1BDGM9M1RFC41TX0DJ,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,7,6,5,4,5,6,5,6,6,5,4,4,6,5,5,pof,NA,15,4,2,10,6,6,6,1,7,2,7,1,2,7,7,7,7,7,8,6,5,6,4,6,6,5,13,14,15,12,15,14,16,14,13,16,2,1,1,1,1,1,1,1,2,1,2,4,1,2,3,3,4,1,2,1,35,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,2,looking for something casual,most are divorced,looking for someone active,1,1,NA,1,5.428571428571429,5.125,6,6.666666666666667,4.166666666666667,5.5,3.2,0,2.2,1.3,nonduplicated,0,pass,pass,eligible
R_3PZE1r1c2EuOaEf,1c4f23d9,0,2019-02-05T10:18:42Z,2019-02-05T10:40:36Z,1,47292927,a73a4927,"OkCupid, eHarmony, OurTime, Zoosk",37SOB9Z0SSY8UV2BSBX7O6NSWWZL30,3X4JMASXCMA3MEFW8DVVWPO4Y8K0BB,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,2,4,5,5,5,5,5,4,6,5,okc,NA,11,5,2,10,5,5,4,4,5,2,6,1,4,7,8,7,7,8,7,6,6,4,5,5,6,6,15,15,13,14,15,15,13,14,14,12,3,2,2,1,2,1,1,1,2,2,2,3,1,2,2,3,4,2,3,1,54,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,2,looking for long term relationship,loves outdoors,loves children and animals,1,1,Thank you so much,1,3.857142857142857,5,4.666666666666667,6,4.333333333333333,5.333333333333333,4.8,0,2.6,1.4,nonduplicated,0,pass,fail,eligible
R_2e3fxmFoiAzPV4G,78352f16,0,2019-02-05T10:18:39Z,2019-02-05T10:40:55Z,1,59693252,3a89f69b,"OkCupid, eHarmony, Plenty of Fish, Tinder",3KLL7H3EGD2QK8L4L0OFF9M46ZJHVM,30OG32W0SUC4EDJNJAZJ89Q29Y8EN0,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,6,3,3,5,6,3,4,6,6,6,5,6,7,6,5,pof,NA,25,4,2,10,6,4,5,5,5,3,6,2,4,8,7,9,8,8,8,6,7,7,6,7,6,6,13,13,15,14,14,14,15,13,13,14,3,1,2,1,3,1,1,1,3,2,1,4,1,2,1,4,4,1,3,1,30,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,Want Kids,Tattoos,Drinks,1,1,NA,1,4.285714285714286,5.875,5,5.333333333333333,5,6.5,3.4,0,3,1,nonduplicated,0,pass,pass,eligible
R_3M9D9ljVD2NDteM,443a669a,0,2019-02-05T10:23:15Z,2019-02-05T10:42:50Z,1,90903619,62afbc92,"OkCupid, Plenty of Fish",3GV1I4SEO9Q7REPTBDV5V9ZC6N1L66,35DR22AR5DL6G9HUWW5WNKD3KNTX3D,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,3,5,6,7,6,5,7,7,3,5,3,6,6,7,6,pof,NA,21,3,2,8,5,7,6,6,5,2,5,6,4,8,9,10,9,9,8,6,6,5,3,6,6,6,15,16,12,15,13,17,14,15,16,16,5,2,5,1,4,1,1,1,4,5,1,4,2,5,1,4,5,1,5,1,32,male,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,greedy,old,arrogant,1,1,NA,1,5.571428571428571,5.375,6,4.333333333333333,5.833333333333333,5.333333333333333,4.9,0,4.6,1.2,nonduplicated,0,fail,fail,ineligible
R_2A1mt4c6JBGiVsW,c3a38186,0,2019-02-05T10:29:13Z,2019-02-05T10:42:51Z,1,37603223,ffc50eef,"Bumble, OkCupid",3KLL7H3EGD2QK8L4L0OFF9M46ZJHVM,3L0KT67Y8EHZ0VSJR7SZE6SOE9PSY9,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,okc,NA,20,3,2,10,5,4,4,4,5,3,3,3,4,7,7,7,7,7,7,4,4,5,4,4,4,4,14,14,14,14,14,14,14,14,15,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,not goodlooking,not a good job,not interesting hobbies,1,1,good study,1,4,4,4.333333333333333,5,4,4.166666666666667,4.1,0,2.7,2.8,nonduplicated,0,pass,pass,eligible
R_3JnsrkpyjY56pl6,115db195,0,2019-02-05T10:24:16Z,2019-02-05T10:47:06Z,1,67148242,0104ddfc,"OkCupid, Plenty of Fish",3MVY4USGB6OAOBFKXN1V4Y3C784SIL,338JKRMM2609E4G0072K763F272AHT,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,5,2,6,7,5,6,6,7,5,6,3,5,6,4,okc,NA,32,4,2,10,7,7,7,6,7,1,6,1,1,9,9,10,9,9,9,7,7,6,6,7,7,6,15,14,12,14,15,15,12,14,14,12,5,1,5,1,4,1,1,1,5,4,1,5,1,4,1,5,5,3,4,1,27,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,enjoyment of music,higher education,humor,1,1,NA,1,5,5.25,7,7,6.166666666666667,6.666666666666667,4.9,0,4.6,1.2,nonduplicated,0,pass,pass,eligible
R_338yX7fHSUyH0ES,49f54fb1,0,2019-02-05T10:32:32Z,2019-02-05T10:48:10Z,1,87522222,01a21366,OkCupid,37SOB9Z0SSY8UV2BSBX7O6NSWWZL30,3SUWZRL0MYEW7SDVKTD26Y4GE8O6EN,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,6,6,2,3,6,6,6,6,6,6,6,6,okc,NA,25,4,2,10,7,7,7,5,7,1,7,1,1,9,9,9,9,9,9,7,7,7,6,7,7,7,16,15,12,14,16,15,12,14,14,12,3,1,2,1,3,1,1,1,2,2,4,2,1,2,1,2,2,1,2,1,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,2,Funny,Career Oriented,Loves sports,1,1,NA,1,3.2857142857142856,6,7,7,6,6.833333333333333,5.2,0,2.2,1.3,nonduplicated,0,pass,fail,eligible
R_2DSTYSBprIxgLcd,26594b0b,0,2019-02-05T10:29:18Z,2019-02-05T10:50:11Z,1,46847368,089da1e4,"eHarmony, Match.com/ca, Plenty of Fish, Tinder",3KLL7H3EGD2QK8L4L0OFF9M46ZJHVM,3E47SOBEYQXX3EOIQ3GWDDUI2N5ICZ,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,5,6,5,5,5,5,4,4,4,pof,NA,8,3,2,10,6,5,6,5,6,2,5,3,3,8,7,8,8,8,8,6,5,5,5,5,5,5,14,14,13,15,15,14,13,14,15,13,4,2,4,1,3,1,1,1,3,3,1,3,1,4,1,4,4,1,4,1,36,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mexican,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,Sexy,Beautiful,Athletic,1,1,None,1,4.857142857142857,4.75,5.666666666666667,5.666666666666667,4.833333333333333,5.166666666666667,4.6,0,3.6,1.1,nonduplicated,0,pass,pass,eligible
R_30kQGo3nfatAql5,beb763a6,0,2019-02-05T10:37:33Z,2019-02-05T10:52:00Z,1,88597411,76342b15,Plenty of Fish,3GV1I4SEO9Q7REPTBDV5V9ZC6N1L66,3WMINLGALB4IXW5KEFOJWF6ZPFUCAJ,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,6,2,6,5,6,5,6,6,6,6,6,pof,1,25,5,2,10,6,6,5,5,6,2,6,6,6,7,8,9,8,8,8,6,6,6,5,6,6,6,15,16,13,15,15,15,15,15,15,12,4,1,4,1,2,1,1,1,3,1,1,4,1,4,2,2,3,2,4,1,35,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,Attractiveness,Values,Happiness,1,1,NA,1,3.5714285714285716,5.75,5.666666666666667,4.666666666666667,5,5.833333333333333,5,0,3.1,1.2,nonduplicated,0,pass,pass,eligible
R_DkQUkcuoMO9GUal,7b65fb67,0,2019-02-05T10:30:18Z,2019-02-05T10:53:53Z,1,42446074,f3a1518c,OkCupid,30U1YOGZGAXTG0ZY590KD1NZF3WSDJ,3MHW492WW0EFY6K92Z9TVYPO435MVI,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,1,2,4,5,7,6,4,7,7,5,6,7,7,7,7,okc,NA,15,0,2,10,5,5,4,3,7,3,4,1,1,7,7,5,5,5,5,1,1,1,1,3,1,1,11,11,17,11,11,11,17,11,11,17,1,1,1,1,5,1,1,1,3,5,1,4,1,4,1,5,5,1,4,1,30,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,2,funny,energetic,nice,3,1,NA,1,4.142857142857143,6.625,4.666666666666667,6.333333333333333,2.6666666666666665,1.3333333333333333,1,0,3.7,1,nonduplicated,0,pass,pass,eligible
R_1InGxCIVihidFL8,2b4876c8,0,2019-02-05T10:37:10Z,2019-02-05T10:56:24Z,1,9311251,3f4d93b9,"Badoo, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Plenty of Fish, Pure, Tinder, Zoosk",3A9LA2FRWSFIOXQZLFPX3UJPMARHXP,3C6FJU71TQUFF8KNGCNZT7ACZ6AYUV,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,1,NA,5,5,6,5,6,5,6,4,5,5,4,5,5,6,6,okc,NA,20,5,5,9,6,5,6,5,6,5,5,6,5,9,8,8,9,8,9,5,6,5,5,6,5,5,16,15,16,16,16,15,15,15,15,15,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,3,4,4,3,4,28,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,compliant,desirable_eliminate,2,character,job,friendly,1,1,good time,1,5.428571428571429,5,5.666666666666667,3.6666666666666665,5.5,5.333333333333333,4.6,2,3.6,3.7,nonduplicated,1,fail,fail,ineligible
R_AvZGLdU8iMZUN8t,2d846a65,0,2019-02-05T10:41:38Z,2019-02-05T11:07:27Z,1,2462565,4eadbf51,Plenty of Fish,37SOB9Z0SSY8UV2BSBX7O6NSWWZL30,33NF62TLXJ3BHNKC0YIUDXMQKB4KJR,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,5,4,5,6,5,4,5,5,5,5,5,4,5,5,5,pof,NA,50,5,2,10,5,6,6,5,7,2,4,1,4,7,8,8,9,8,8,7,7,7,6,7,6,6,15,15,12,14,16,16,12,14,15,12,4,1,4,1,3,1,1,1,4,3,1,4,1,4,5,4,4,3,3,2,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,1,compliant,desirable_compile,1,If they had kids,Outgoing,Outdoors men,1,1,NA,1,4.857142857142857,4.875,5.666666666666667,6.666666666666667,5,6.666666666666667,5.3,2,3.7,1.7,nonduplicated,0,pass,fail,eligible
R_9nrmWf4Px9YQuxH,993180f9,0,2019-02-05T10:51:08Z,2019-02-05T11:11:08Z,1,65900408,03948a24,"OkCupid, Plenty of Fish, Zoosk",3KLL7H3EGD2QK8L4L0OFF9M46ZJHVM,3U088ZLJVKUVAHD734RRJ31P89AW0V,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,2,5,6,5,5,6,6,4,5,4,4,2,5,5,5,okc,NA,50,2,2,10,6,5,5,5,7,1,7,1,2,7,7,7,6,8,7,6,7,7,7,7,7,6,13,13,15,11,13,12,16,11,12,16,2,2,1,1,3,1,1,1,2,4,1,3,1,2,1,3,3,1,3,1,35,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,Smoker,Unemployment,Physical,1,1,NA,1,5,4.25,5.333333333333333,7,4,6.833333333333333,2.2,0,2.6,1.1,nonduplicated,0,pass,fail,eligible
