ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,MID,site,Q_TotalDuration,condition,consent,attn_check_1_1,attn_check_1_2,attn_check_1_3,attn_check_1_4,attn_check_1_5,attn_check_1_6,attn_check_1_7,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,profile_num,profile_interest_num,attn_check_2,overall_engagement_1,overall_engagement_2,overall_engagement_3,overall_engagement_4,overall_engagement_5,overall_ease_1,overall_ease_2,overall_ease_3,overall_ease_4,overall_ease_5,overall_success_1,overall_success_2,overall_success_3,overall_success_4,overall_success_5,overall_success_6,overall_partner_1,overall_partner_2,overall_partner_3,overall_partner_4,overall_partner_5,overall_partner_6,overall_partner_7,overall_partner_8,attn_check_3,strategy_engagement_1,strategy_engagement_2,strategy_engagement_3,strategy_ease_1,strategy_ease_2,strategy_ease_3,strategy_ease_4,strategy_success_1,strategy_success_2,strategy_success_3,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,compliance,careful_response,honest_response,debrief_concerns,debriefing,X136,duplicate,attn_check_1,attn_check,var_response,var_low,exclusion,prevention,promotion,engage,ease,fit_success,fit_partner,fit_strategy_engage,fit_strategy_ease,fit_strategy_success
R_qUAgF8muvfXJHax,Default Response Set,Anonymous,NA,NA,138.128.18.200,0,2018-10-01T08:42:48Z,2018-10-01T08:42:55Z,1,96350916,0060a677,Plenty of Fish,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_1MJRop3lTJ8nixp,Default Response Set,Anonymous,NA,NA,96.58.16.190,0,2018-09-24T08:48:54Z,2018-09-24T08:55:44Z,0,2811297,b8667b38,Plenty of Fish,410,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,4,1,1,5,5,5,4,4,5,5,1,pof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,1.8571428571428572,4.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_3EBkl77gLVuf6ey,Default Response Set,Anonymous,NA,NA,65.196.142.38,0,2018-10-01T08:41:38Z,2018-10-01T08:57:01Z,1,81904453,01db4782,"OkCupid, Match.com/ca, Plenty of Fish, Tinder",922,0,1,NA,NA,NA,NA,NA,NA,NA,4,5,3,4,5,3,5,5,6,5,5,5,6,5,5,okc,22,2,2,5,5,4,5,4,5,2,2,6,2,5,4,5,2,5,5,5,5,6,5,5,5,5,5,10,3,3,3,4,3,4,4,3,4,4,50,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,1.34,acceptable,eligible,4.142857142857143,5.25,4.666666666666667,5.666666666666667,5,5.125,3.6666666666666665,3.75,3.6666666666666665
R_3szDzPiKdiE9AMK,Default Response Set,Anonymous,NA,NA,186.179.51.222,0,2018-10-01T08:44:27Z,2018-10-01T09:00:20Z,1,50808947,9735d737,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Plenty of Fish, Pure, Tinder, Zoosk, Other (please specify):",952,1,1,NA,NA,NA,NA,1,NA,NA,7,4,7,6,6,5,5,7,6,5,5,7,3,6,6,pof,8,7,4,6,5,6,4,5,5,6,4,7,4,4,3,3,5,7,4,5,6,5,6,5,5,7,6,10,5,5,6,5,6,5,4,3,4,7,28,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,1,1,1,1,1,1,1,good,1,NA,nonduplicated,1,fail,2.6666666666666665,acceptable,ineligible,5.714285714285714,5.625,5.666666666666667,4.333333333333333,4,5.625,4,4.5,4.666666666666667
R_2TFS4aTBwXbHuJr,Default Response Set,Anonymous,NA,NA,131.93.134.41,0,2018-10-01T08:50:26Z,2018-10-01T09:04:44Z,1,54948131,a41c2472,"OkCupid, Plenty of Fish",858,0,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,5,2,2,5,6,6,5,6,6,6,5,pof,15,2,2,5,6,4,2,4,5,5,2,6,2,4,5,5,2,6,5,5,5,5,5,5,6,5,5,10,5,6,2,6,6,2,2,5,6,5,24,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,duplicated,0,pass,5.5,acceptable,ineligible,2.857142857142857,5.625,5,5.666666666666667,5.166666666666667,5.125,5.666666666666667,6,5.333333333333333
R_22mZDRV35fdgkad,Default Response Set,Anonymous,NA,NA,104.178.32.84,0,2018-10-01T08:42:11Z,2018-10-01T09:04:54Z,1,72128112,29d6dc1e,"Bumble, OkCupid, eHarmony, Plenty of Fish",1363,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,6,2,2,6,7,7,7,6,6,7,7,pof,3,1,2,5,6,4,2,6,7,2,1,6,1,5,6,5,2,6,6,7,6,6,6,7,7,7,6,10,6,6,1,7,7,1,1,6,7,5,30,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Your link to the dating website didn't work. It links to: https://ca.pof.com/,1,NA,nonduplicated,0,pass,7.373333333333333,acceptable,eligible,3,6.625,5,7,5.666666666666667,6.5,6.333333333333333,7,6
R_syV9rpcWhCnbv9v,Default Response Set,Anonymous,NA,NA,72.74.53.94,0,2018-10-01T08:50:19Z,2018-10-01T09:05:26Z,1,69917428,343e61ed,"OkCupid, Tinder",907,1,1,NA,NA,NA,NA,NA,NA,NA,5,3,3,6,6,6,5,6,6,6,6,6,5,7,5,okc,9,2,2,4,4,4,2,6,5,5,4,5,2,6,5,5,2,4,6,6,6,5,5,6,5,5,5,10,5,5,1,6,6,2,1,4,5,5,28,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,2.79,acceptable,eligible,4.857142857142857,5.875,4,5,5.333333333333333,5.375,5.666666666666667,6.25,4.666666666666667
R_41LnSDmp04YY3yV,Default Response Set,Anonymous,NA,NA,69.130.217.41,0,2018-10-01T08:52:08Z,2018-10-01T09:05:31Z,1,46811413,8c3d456c,"OkCupid, Pure, Tinder",803,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,7,6,2,6,6,6,6,6,7,6,6,6,okc,4,1,2,5,6,6,1,7,6,2,2,6,2,6,5,5,1,6,5,5,6,6,6,5,5,4,6,10,4,4,4,4,4,5,4,4,4,5,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,3.41,acceptable,eligible,3.857142857142857,6.125,5.666666666666667,6,5.666666666666667,5.375,4,3.75,4.333333333333333
R_1mIBKILFNusXrva,Default Response Set,Anonymous,NA,NA,136.33.51.78,0,2018-10-01T08:48:25Z,2018-10-01T09:05:32Z,1,20452102,87211b26,"Plenty of Fish, Tinder",1027,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,4,1,7,5,4,2,5,4,7,5,6,pof,8,2,2,6,6,6,1,5,6,5,1,6,1,7,6,6,1,5,6,7,6,6,6,6,6,6,5,10,5,5,1,7,7,1,1,6,6,7,25,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,9.19,acceptable,eligible,2.4285714285714284,4.75,6,6.666666666666667,6.166666666666667,6,5.666666666666667,7,6.333333333333333
R_3oZXh86PPEY1izd,Default Response Set,Anonymous,NA,NA,47.16.233.186,0,2018-10-01T08:45:29Z,2018-10-01T09:12:13Z,1,21939506,cb179bab,Plenty of Fish,1603,0,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,5,3,3,5,6,4,5,6,5,6,5,pof,12,0,2,3,3,3,2,3,5,2,2,5,1,3,2,2,4,3,2,2,3,3,3,3,4,3,2,10,2,2,4,5,4,3,3,3,3,2,47,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,1.91,acceptable,eligible,3.4285714285714284,5.25,3,6,2.6666666666666665,2.875,2.6666666666666665,4.75,2.6666666666666665
R_3NR6knxyLmIcFm9,Default Response Set,Anonymous,NA,NA,73.44.167.100,0,2018-10-01T08:56:13Z,2018-10-01T09:13:04Z,1,98725603,a241a845,"OkCupid, eHarmony, Plenty of Fish",1010,0,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,6,2,2,6,6,6,6,6,6,6,6,okc,6,1,2,5,5,5,2,5,4,4,2,5,3,5,4,4,2,5,5,5,5,5,5,5,5,5,5,10,6,4,2,5,5,2,2,6,6,5,35,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Thanks!,1,NA,nonduplicated,0,pass,5.06,acceptable,eligible,3,6,5,5,4.833333333333333,5,5.333333333333333,5.5,5.666666666666667
R_x5k9OLQSTLrt3I5,Default Response Set,Anonymous,NA,NA,104.168.88.70,0,2018-10-01T08:54:09Z,2018-10-01T09:20:43Z,1,93487475,c59115c8,"OkCupid, eHarmony, Plenty of Fish",1594,0,1,NA,NA,NA,NA,NA,NA,NA,4,3,6,5,3,6,5,6,5,4,3,4,4,4,5,pof,2,1,2,6,6,4,4,4,4,6,4,5,5,4,5,4,5,6,5,5,5,3,3,3,3,5,4,10,4,5,4,5,3,4,6,3,5,4,53,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,1,NA,NA,NA,NA,1,1,1,it was very useful,1,NA,nonduplicated,0,pass,3,acceptable,eligible,4.571428571428571,4.375,5.333333333333333,3.6666666666666665,4.5,3.875,4.333333333333333,3.5,4
R_z8dRSPjOllyNF29,Default Response Set,Anonymous,NA,NA,108.62.54.56,0,2018-10-01T09:04:42Z,2018-10-01T09:21:25Z,1,8259367,24658b4b,"Badoo, Bumble, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, JDate, Match.com/ca, Plenty of Fish",1003,0,1,NA,NA,NA,NA,NA,NA,1,4,4,6,3,6,5,7,6,6,3,6,6,7,5,5,pof,86,72,2,4,7,5,6,3,4,6,4,2,5,6,7,6,4,6,4,6,3,3,5,5,5,2,7,10,5,6,6,7,7,4,3,5,6,4,28,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,1,1,1,NA,NA,1,1,1,nothing,1,NA,nonduplicated,1,fail,3.9266666666666667,acceptable,ineligible,5,5.5,5.333333333333333,3.6666666666666665,5.5,4.5,4.333333333333333,5.75,5
R_3OjKI0ygTGsYGIE,Default Response Set,Anonymous,NA,NA,71.71.214.155,0,2018-10-01T08:49:45Z,2018-10-01T09:22:04Z,1,48471324,6b16c054,"OkCupid, eHarmony",1938,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,4,5,1,4,4,5,3,4,5,5,5,okc,7,3,2,5,5,4,2,4,5,7,2,5,2,4,4,4,3,5,4,5,5,5,5,7,5,5,4,10,5,5,1,5,5,1,1,5,5,5,33,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,5.75,acceptable,eligible,2.4285714285714284,4.375,4.666666666666667,5.666666666666667,4.333333333333333,5.125,5.666666666666667,6,5
R_3NUT87x8JcN6uzc,Default Response Set,Anonymous,NA,NA,67.80.243.186,0,2018-10-01T09:15:09Z,2018-10-01T09:31:20Z,1,54507304,cb22dbc7,"OkCupid, Match.com/ca",970,0,1,NA,NA,NA,NA,NA,NA,NA,2,5,3,6,7,4,5,5,7,7,6,5,5,7,6,okc,12,2,2,6,5,6,6,5,7,2,1,7,1,4,4,5,2,5,4,6,6,6,5,6,6,6,4,10,2,2,1,7,7,1,1,4,7,4,29,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,1,1,1,no comments,1,NA,nonduplicated,0,pass,4.223333333333334,acceptable,eligible,4.571428571428571,6,5.666666666666667,7,4.666666666666667,5.625,3.6666666666666665,7,5
R_3O324QcYSX8R9cm,Default Response Set,Anonymous,NA,NA,96.58.16.190,0,2018-09-24T09:30:21Z,2018-09-24T09:32:02Z,0,40145395,b8667b38,"Plenty of Fish, SHOE.ORG",100,1,1,NA,NA,NA,NA,NA,NA,1,1,7,1,1,7,7,1,1,7,7,7,7,7,7,7,pof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,1,fail,NA,acceptable,ineligible,3.5714285714285716,6.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_bOdtgaVI0NCrO0N,Default Response Set,Anonymous,NA,NA,64.190.117.236,0,2018-10-01T09:04:49Z,2018-10-01T09:32:38Z,1,11380817,2ab32aec,"OkCupid, Grindr",1669,1,1,NA,NA,NA,NA,NA,NA,NA,5,6,6,7,7,6,5,6,7,5,6,7,7,7,5,okc,22,8,2,5,7,7,6,5,6,7,6,7,1,6,6,7,5,7,6,5,6,7,5,7,6,6,7,10,5,7,7,7,5,6,6,6,5,7,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Thank you!,1,NA,duplicated,0,pass,2.8933333333333335,acceptable,ineligible,6,6.25,6.333333333333333,5,5.833333333333333,6.125,4.333333333333333,4,6
R_3JwPczQptqpu9fb,Default Response Set,Anonymous,NA,NA,107.152.231.253,0,2018-10-01T09:14:22Z,2018-10-01T09:34:12Z,1,52176023,16a4c67c,"Bumble, OkCupid, eHarmony, Tinder",1189,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,5,5,6,3,5,5,5,6,6,5,5,5,6,okc,6,2,2,5,6,6,5,6,6,3,3,7,2,7,7,6,2,6,5,6,6,6,6,6,5,5,6,10,5,6,2,7,6,2,3,7,6,6,27,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,4.526666666666666,acceptable,eligible,4.285714285714286,5.375,5.666666666666667,5.666666666666667,6.166666666666667,5.75,5.666666666666667,6,6.333333333333333
R_2E76CljlefovyHk,Default Response Set,Anonymous,NA,NA,193.148.18.100,0,2018-10-01T09:08:32Z,2018-10-01T09:36:23Z,1,73991415,87f34ee0,OkCupid,1671,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,4,7,7,1,5,7,7,7,7,7,7,7,7,okc,6,2,2,7,7,7,4,7,7,3,1,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,10,7,7,1,7,7,1,1,7,7,7,31,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,1,NA,nonduplicated,0,pass,7.3933333333333335,acceptable,eligible,4.142857142857143,7,7,7,7,7,7,7,7
R_4GZS1wN8GBhKIlr,Default Response Set,Anonymous,NA,NA,162.248.134.251,0,2018-10-01T09:11:22Z,2018-10-01T09:37:40Z,1,56481724,53168602,OkCupid,1578,0,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,okc,15,10,2,7,6,7,5,5,6,5,5,6,3,5,5,6,6,5,5,5,5,5,6,5,5,6,6,10,5,5,5,5,5,5,3,5,5,5,43,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,white,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,RESPECTFUL,1,NA,nonduplicated,0,pass,2.3733333333333335,acceptable,eligible,5,4.75,6.666666666666667,4.666666666666667,4.666666666666667,5.375,4.333333333333333,4.5,5
R_vjzt6ndaZvtWfUR,Default Response Set,Anonymous,NA,NA,172.245.180.161,0,2018-10-01T09:16:30Z,2018-10-01T09:39:21Z,1,70822614,3894328d,"OkCupid, eHarmony, Plenty of Fish",1370,1,1,NA,NA,NA,NA,NA,NA,NA,6,4,5,7,2,5,3,4,2,6,3,4,6,2,4,eharm,50,25,2,6,3,4,4,5,3,5,5,2,2,3,5,4,3,3,6,3,3,6,3,2,6,5,5,7,4,3,3,5,6,5,2,2,4,6,49,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,nonduplicated,0,fail,4.31,acceptable,ineligible,4.571428571428571,3.875,4.333333333333333,4,4.333333333333333,4.125,4,5,4
R_3KPnk3hyonmBu2F,Default Response Set,Anonymous,NA,NA,173.113.111.18,0,2018-10-01T09:18:21Z,2018-10-01T09:40:21Z,1,23042475,07deb528,Plenty of Fish,1319,0,1,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,4,2,2,5,6,4,4,6,5,5,4,pof,7,2,2,6,6,5,2,5,6,2,2,6,2,4,4,5,4,6,6,6,6,6,6,6,6,6,4,10,4,4,4,5,4,2,4,4,4,4,39,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,3.473333333333333,acceptable,eligible,3,4.875,5.666666666666667,6,4.833333333333333,5.75,4,4.75,4
R_silAHc7uqtVC4JH,Default Response Set,Anonymous,NA,NA,99.169.67.1,0,2018-10-01T09:19:34Z,2018-10-01T09:40:43Z,1,25940377,1f7030f8,"OkCupid, Tinder",1268,0,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,5,2,2,6,6,4,2,6,6,6,4,okc,4,0,2,2,3,2,2,7,7,2,7,5,1,4,4,4,4,1,2,1,1,1,1,1,3,1,2,10,1,1,7,5,2,6,2,1,1,1,32,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,4.74,acceptable,eligible,2.7142857142857144,5,2.3333333333333335,5,3.1666666666666665,1.375,1,3.75,1
R_1oumvGYSlDGN4h0,Default Response Set,Anonymous,NA,NA,45.57.172.45,0,2018-10-01T09:18:53Z,2018-10-01T09:41:15Z,1,26253308,93ca5932,OkCupid,1341,1,1,NA,NA,NA,NA,NA,1,NA,6,6,7,6,7,6,6,6,6,6,6,6,6,7,6,okc,5,2,2,7,7,7,7,6,6,7,7,7,6,6,7,7,6,6,6,6,7,7,7,6,7,7,6,10,7,7,6,7,6,7,7,7,7,7,27,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,VERY NICE SURVEY,1,NA,nonduplicated,1,fail,3.4066666666666667,acceptable,ineligible,6.285714285714286,6.125,7,3,5.666666666666667,6.625,5.333333333333333,3.75,7
R_3P4Wmvx4AnArzNw,Default Response Set,Anonymous,NA,NA,71.214.204.39,0,2018-10-01T09:17:44Z,2018-10-01T09:42:39Z,1,46593141,9a644ddd,Plenty of Fish,1494,1,1,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,5,5,6,5,5,5,5,3,3,5,3,pof,9,4,2,4,4,3,5,3,4,3,6,3,5,3,3,2,5,5,4,5,5,5,3,5,5,5,4,10,3,3,5,5,4,5,3,3,4,5,35,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,2.1433333333333335,acceptable,eligible,5.428571428571429,4.25,3.6666666666666665,3,3.3333333333333335,4.625,3,4.25,4
R_2tfkDYSpF8OawEE,Default Response Set,Anonymous,NA,NA,174.101.103.208,0,2018-10-01T09:28:38Z,2018-10-01T09:44:26Z,1,26197172,69de98e7,"OkCupid, eHarmony",947,0,1,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,6,4,5,5,5,5,4,4,5,4,5,okc,20,2,4,5,6,5,5,4,5,6,6,6,5,6,6,6,5,6,6,5,6,5,4,4,5,5,5,10,6,5,5,5,5,6,6,5,6,5,31,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,fail,3.46,acceptable,ineligible,5.142857142857143,4.625,5.333333333333333,3.3333333333333335,5.5,4.875,4.666666666666667,3.5,5.333333333333333
R_1KjB9JnvdaGCsWW,Default Response Set,Anonymous,NA,NA,174.101.103.208,0,2018-10-01T09:31:48Z,2018-10-01T09:46:31Z,1,18152333,47d25088,"OkCupid, eHarmony",883,0,1,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,4,5,5,5,5,6,5,6,5,6,6,okc,20,5,2,5,5,6,5,5,4,5,5,5,5,5,6,6,5,5,5,6,5,5,5,5,6,7,5,10,4,4,6,4,5,6,5,4,6,5,29,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,2.44,acceptable,eligible,4.714285714285714,5.5,5.333333333333333,3.3333333333333335,5,5.5,3.3333333333333335,3.5,5
R_1FKCQSwjYkOqNRf,Default Response Set,Anonymous,NA,NA,107.174.250.148,0,2018-10-01T09:28:51Z,2018-10-01T09:48:09Z,1,76191320,3c2959d1,"OkCupid, eHarmony, Plenty of Fish",1158,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,5,5,5,5,4,4,6,4,5,5,5,pof,5,4,4,5,5,5,4,5,4,5,5,5,6,4,4,3,6,4,4,5,6,4,5,4,4,4,5,7,4,4,5,5,5,5,4,4,5,5,44,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,1,3,1,good,1,NA,duplicated,0,fail,2.36,acceptable,ineligible,4.714285714285714,4.75,5,3,3.5,4.625,3.6666666666666665,4.25,4.666666666666667
R_3fwwN2SKLsybyXU,Default Response Set,Anonymous,NA,NA,104.129.131.176,0,2018-10-01T09:33:11Z,2018-10-01T09:50:44Z,1,9399631,8cfda567,"OkCupid, eHarmony, Plenty of Fish",1053,0,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,okc,5,3,2,4,4,5,4,5,5,5,4,4,3,4,4,5,4,5,5,4,5,4,3,4,4,4,5,10,4,5,4,5,5,5,5,5,4,4,35,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,duplicated,0,pass,2.39,acceptable,ineligible,4.285714285714286,5,4.333333333333333,4.666666666666667,4.5,4.125,4.333333333333333,4,4.333333333333333
R_3R9kbtJZvegtlgR,Default Response Set,Anonymous,NA,NA,196.18.237.168,0,2018-10-01T09:36:24Z,2018-10-01T10:04:04Z,1,55335260,361919d0,"Badoo, Coffee Meets Bagel, eHarmony, Match.com/ca, OurTime, Zoosk",1659,1,1,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,7,5,7,6,7,7,5,6,6,6,7,eharm,5,5,2,7,5,7,6,6,7,6,6,6,6,6,7,7,6,7,6,6,6,6,6,7,5,6,6,10,7,6,5,6,7,6,7,6,6,6,28,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1,1,1,1,1,1,this survey task is very intelligent and survey concept is very nice i have like this survey,1,NA,nonduplicated,0,pass,2.8233333333333333,acceptable,eligible,6,6.25,6.333333333333333,3.6666666666666665,5.833333333333333,6,5.333333333333333,4,6
R_2WvemNSMKBsPauh,Default Response Set,Anonymous,NA,NA,73.40.21.219,0,2018-10-01T09:50:52Z,2018-10-01T10:07:59Z,1,43246429,ecc3db05,eHarmony,1026,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,6,7,3,1,5,7,7,6,7,7,7,6,eharm,7,1,2,7,7,6,3,5,7,2,2,7,1,4,4,5,3,6,6,6,6,5,6,6,7,6,6,10,6,6,1,7,7,2,1,5,6,5,49,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,No comments.,1,NA,nonduplicated,0,pass,7.993333333333333,acceptable,eligible,2.857142857142857,6.5,6.666666666666667,6.666666666666667,5,6,6.333333333333333,6.75,5.333333333333333
R_XLcUC5fEmXolgd3,Default Response Set,Anonymous,NA,NA,67.254.206.227,0,2018-10-01T08:44:24Z,2018-10-01T10:14:22Z,1,51702056,281e4fba,"OkCupid, eHarmony, Plenty of Fish, Tinder",5397,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,7,7,7,1,1,7,7,6,7,7,7,7,7,okc,22,0,2,7,6,6,4,2,6,2,1,7,2,4,2,4,4,2,4,2,2,2,2,4,3,2,2,10,2,2,6,2,2,7,7,2,2,1,31,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,6.626666666666667,acceptable,eligible,3.5714285714285716,6.875,6.333333333333333,6.333333333333333,3.3333333333333335,2.375,2,1.5,1.6666666666666667
