ResponseID,IPAddress,Status,StartDate,EndDate,Finished,workerId,site,condition,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,profile_num,profile_interest_num,attn_check_2,attn_check_3,engage_1,engage_2,engage_3,engage_4,engage_5,ease_1,ease_2,ease_3,ease_4,ease_5,ease_6,ease_7,ease_8,success_1,success_2,success_3,success_4,success_5,success_6,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,partner_8,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,mc_compliance,mc_strategy,mc_strategy_use,careful_response,honest_response,debrief_concerns,debriefing,attn_check,exclusion,prevention,promotion,engage,ease,fit_success,fit_partner,activity_distraction
R_1hBcXUFZ6jyiUW2,bd5fe808,0,2018-11-24T03:24:57Z,2018-11-24T03:46:20Z,1,56833163,"OkCupid, eHarmony, Grindr, Match.com/ca, Plenty of Fish, Tinder",-1,5,4,1,4,4,4,5,NA,5,5,4,4,4,3,4,okc,15,5,2,10,7,5,7,9,9,7,1,7,2,10,10,4,4,7,7,6,10,10,10,7,4,2,3,7,5,4,4,41,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,focus on eliminating dating possibilities by weeding out candidates based on their perceived negative qualities,1,1,1,NA,1,pass,eligible,3.857142857142857,4.142857142857143,6.333333333333333,6.666666666666667,6.833333333333333,4.571428571428571,0
R_50VP1QTPRAWNcfT,7dddfee1,0,2018-11-24T03:26:55Z,2018-11-24T03:56:25Z,1,7c6218f3,"Bumble, OkCupid, Tinder",1,3,3,3,5,7,3,4,6,7,5,6,6,6,7,6,okc,6,2,2,10,6,6,5,9,8,7,1,7,1,10,10,4,4,4,4,6,7,9,9,7,6,7,5,7,5,5,5,37,female,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,1,Strongly leaned on photos to choose guys I'm interested in. Checked if we had compatible hobbies and social beliefs.,1,1,1,NA,1,pass,eligible,4,6.125,5.666666666666667,7,5,6,1
R_2bKsNTpnkRpg2pN,e160bf92,0,2018-11-24T03:37:47Z,2018-11-24T03:59:53Z,1,c819014c,"Plenty of Fish, Zoosk",1,3,6,1,7,7,7,3,7,7,7,7,7,7,7,7,pof,5,1,2,10,7,7,7,10,10,7,1,7,1,10,10,4,4,7,1,7,10,10,10,7,7,7,7,7,7,7,7,28,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,desirable traits,1,1,1,NA,1,pass,eligible,4.857142857142857,7,7,7,6,7,0
R_xfJKhnz4HLNPKGB,4946b3a6,0,2018-11-24T03:46:20Z,2018-11-24T04:21:24Z,1,a8c221ba,"Badoo, OkCupid, HeartBroker, Match.com/ca, OurTime, Tinder, Zoosk",-1,4,4,3,6,7,5,5,7,7,7,7,7,6,6,7,pof,8,7,2,10,7,4,7,9,9,7,1,7,1,8,10,4,8,7,7,7,10,10,9,6,7,6,6,6,6,6,6,41,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,I focused on negative characteristics instead of positives ones.,1,1,1,n/a,1,pass,eligible,4.857142857142857,6.75,6,7,6.833333333333333,6.142857142857143,0
R_1F5RnuQlpsOzToy,e412acbf,0,2018-11-24T04:49:18Z,2018-11-24T05:04:06Z,1,873e0383,"OkCupid, Plenty of Fish",-1,5,5,5,4,4,4,5,5,5,5,6,4,5,5,6,okc,25,2,2,10,5,4,3,7,7,6,3,6,2,8,8,6,6,4,4,4,7,7,7,5,5,4,4,6,6,4,4,46,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Undesirable traits,1,1,1,NA,1,pass,eligible,4.571428571428571,5.125,4,5.666666666666667,4,4.857142857142857,0
R_2S2c4LPVteo8WHg,7c0d952c,0,2018-11-24T04:57:25Z,2018-11-24T05:18:30Z,1,dcdfba13,"Badoo, Plenty of Fish, Tinder",-1,2,1,1,2,7,1,1,7,7,7,4,7,7,7,7,pof,45,15,2,10,5,7,7,10,10,7,1,7,1,10,10,4,4,7,5,7,7,7,7,5,4,5,5,7,5,5,6,34,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,searched specifically for people with undesirable traits,1,1,1,None,1,pass,eligible,2.142857142857143,6.625,6.333333333333333,7,5.166666666666667,5.285714285714286,0
R_3qPXNTMZR1ei8Cs,7112b5a2,0,2018-11-24T05:19:57Z,2018-11-24T06:00:29Z,1,055cb51c,"Bumble, OkCupid, Grindr, JDate, Match.com/ca, Plenty of Fish, Tinder",1,6,7,5,5,6,6,5,6,5,6,7,7,7,7,5,pof,35,5,2,10,6,5,6,8,8,7,4,6,1,8,9,6,6,5,5,5,5,8,9,6,5,6,7,7,6,6,6,32,male,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Look for desirable traits,1,1,1,NA,1,pass,eligible,5.714285714285714,6.25,5.666666666666667,6,4.666666666666667,6.142857142857143,0
R_2zMCifdiZOUXp1u,82d281be,0,2018-11-24T06:50:12Z,2018-11-24T07:04:02Z,1,592cd664,"Bumble, OkCupid",1,5,5,4,4,4,4,5,4,5,5,4,5,5,4,4,okc,8,2,2,10,5,4,4,8,8,5,5,4,5,8,8,8,6,4,5,5,8,8,8,5,5,5,5,5,5,4,4,26,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Looking for a keyword that is important to me in a potential relationship,1,1,1,NA,1,pass,eligible,4.428571428571429,4.5,4.333333333333333,3.6666666666666665,4.833333333333333,4.857142857142857,0
R_2SeOQ2HbnWpEbIY,a77c2dc9,0,2018-11-24T06:50:07Z,2018-11-24T07:04:45Z,1,195e5f84,"Bumble, OkCupid, Plenty of Fish",1,7,7,7,7,7,6,7,6,7,7,7,3,7,7,7,pof,35,2,2,10,4,5,5,5,5,4,6,3,4,7,7,8,8,1,1,1,4,7,6,7,7,6,2,6,6,5,6,34,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,"Looked for something positive in each one, desirable traits.",1,1,1,Good luck with your research!,1,pass,eligible,6.857142857142857,6.375,4.666666666666667,3.3333333333333335,1.8333333333333333,5.714285714285714,0
R_3L6KSKHUrojDVfq,0e3f64e9,0,2018-11-24T06:46:28Z,2018-11-24T07:07:16Z,1,2e8d1a3f,Plenty of Fish,-1,2,1,1,5,3,2,1,6,7,5,6,6,7,6,5,pof,9,0,2,10,2,2,2,8,10,5,5,4,1,10,6,7,5,2,1,1,6,6,4,1,1,2,1,5,2,1,4,42,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,Looked for undesirable or unwanted traits,1,1,1,No thoughts. Thank you.,1,pass,eligible,2.142857142857143,6,2,5,1.8333333333333333,2.2857142857142856,0
R_3fxbjOFlfKqdQQM,3143d573,0,2018-11-24T06:56:29Z,2018-11-24T07:22:58Z,1,36a090e0,"Match.com/ca, Plenty of Fish, Tinder",-1,3,1,1,4,5,5,3,6,7,6,6,7,6,6,6,pof,12,1,2,10,7,6,4,10,9,6,1,6,1,10,10,4,4,5,6,5,8,9,8,7,6,5,6,7,7,5,6,25,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,I looked for undesirable traits on the profiles,1,1,1,NA,1,pass,eligible,3.142857142857143,6.25,5.666666666666667,6.666666666666667,5.333333333333333,6.285714285714286,0
R_2YDoLRCQhGFpppu,cb2fc7ba,0,2018-11-24T07:07:36Z,2018-11-24T07:26:40Z,1,0cd9a553,Plenty of Fish,-1,2,3,2,5,5,3,2,6,5,5,5,5,6,6,6,pof,6,1,2,10,6,6,6,9,9,6,2,7,2,10,10,4,4,6,6,7,9,9,9,7,7,7,6,7,7,7,7,35,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,looked for negative traits that i didn't like,1,1,1,NA,1,pass,eligible,3.142857142857143,5.5,6,6,6.166666666666667,6.857142857142857,0
R_1ItTsiSqMubsmQu,367015e1,0,2018-11-24T09:31:32Z,2018-11-24T09:47:15Z,1,adec5aee,"Bumble, OkCupid",-1,3,1,2,2,4,2,1,6,5,5,7,6,6,6,6,okc,25,2,2,10,4,3,4,4,4,2,5,4,4,5,5,9,9,3,3,2,5,5,5,6,5,5,3,5,4,3,4,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,looking for undesirable traits and trying to find someone without any,2,1,1,NA,1,pass,eligible,2.142857142857143,5.875,3.6666666666666665,3,2.3333333333333335,4.571428571428571,0
R_yyaxVYFmIdFx3Xz,51eef96a,0,2018-11-24T09:36:23Z,2018-11-24T09:52:36Z,1,670bf78a,"OkCupid, Plenty of Fish",1,3,5,5,5,5,2,6,6,6,5,6,6,5,6,6,pof,16,7,2,10,3,3,5,9,9,6,5,5,2,10,10,5,5,3,2,3,9,10,10,6,5,7,7,7,7,5,5,29,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,People who had Positive characteristics that I wanted,1,1,1,Fun!,1,pass,eligible,4.428571428571429,5.75,3.6666666666666665,5,4.666666666666667,6.285714285714286,0
R_rd1vNYJ4TsScxvr,e8e3c158,0,2018-11-24T09:35:36Z,2018-11-24T09:54:30Z,1,5acdb589,"eHarmony, Zoosk",-1,6,6,6,6,7,2,6,4,6,7,7,6,7,6,6,eharm,4,0,2,9,6,6,6,10,9,6,6,6,7,9,10,9,10,6,6,6,10,10,10,1,1,1,6,7,6,4,6,40,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,looking for some near by the area,1,1,1,Reach me at bradko2001@yahoo.com for any follow thoughs,1,fail,ineligible,5.571428571428571,6.125,6,3,6.5,4,0
R_3lM7Er0JKGdOpAY,e2ca82c5,0,2018-11-24T09:40:24Z,2018-11-24T10:00:03Z,1,f6f54677,"Plenty of Fish, Tinder",-1,7,7,4,4,7,4,5,6,7,7,7,5,4,7,5,pof,20,2,2,10,7,7,7,7,7,7,1,7,1,4,6,8,4,4,1,1,5,8,7,7,7,7,6,7,7,5,6,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,I looked for undesirable traits,1,1,1,NA,1,pass,eligible,5.428571428571429,6,7,7,2.8333333333333335,6.714285714285714,0
R_Weaec5PPvUps75v,6719af92,0,2018-11-24T09:34:32Z,2018-11-24T10:12:37Z,1,589b03b3,"eHarmony, Plenty of Fish",1,2,1,1,6,7,4,1,5,6,7,7,7,6,7,6,pof,16,0,2,10,4,4,4,9,8,7,1,6,1,9,10,4,4,3,2,3,5,5,5,1,1,1,1,1,1,1,1,35,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I read their profiles and what the person looked the partner desirable traits.,2,1,1,"Thank you, but I have no concerns or any thoughts about this study so far.",1,pass,eligible,3.142857142857143,6.375,4,7,2.3333333333333335,1,0
R_2SpDthy6wohSVWV,d97536d9,0,2018-11-24T11:53:13Z,2018-11-24T12:18:45Z,1,3a3c1604,"Badoo, OkCupid, Tinder",1,1,2,1,2,7,1,1,5,7,7,7,7,7,7,7,okc,14,1,2,10,7,6,7,10,10,6,1,7,2,10,10,4,4,5,5,7,10,10,10,7,7,7,6,7,7,6,6,21,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,I tried to look for complexity in character. I want someone with passion and knowledge of how things work.,1,1,1,NA,1,pass,eligible,2.142857142857143,6.75,6.666666666666667,6.333333333333333,6.333333333333333,6.714285714285714,0
R_3OBuapm6vXZsCyZ,cf24e18b,0,2018-11-24T12:12:56Z,2018-11-24T12:58:06Z,1,a2fcf5ec,eHarmony,-1,3,4,3,7,7,3,4,6,7,7,7,6,5,7,7,eharm,25,5,2,10,6,6,7,8,8,6,1,7,2,9,9,5,5,6,6,7,8,9,8,7,7,7,6,7,7,7,7,33,male,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,1,I focused on indivdual's previous habits in terms of job history and desire to move or relocate. I don't want to find a partner that wants to leave an area when I'm unwilling to do the same in a few years. I desire to start a family and have children and need a partner who shares a similar goal.,1,1,1,NA,1,pass,eligible,4.428571428571429,6.5,6.333333333333333,6.333333333333333,5.833333333333333,6.857142857142857,1
R_27anTlEZbyTUnk8,f9d0c632,0,2018-11-24T12:51:32Z,2018-11-24T13:13:04Z,1,89fc6b04,OkCupid,1,1,1,1,2,2,1,1,7,6,7,6,7,7,6,7,okc,6,1,2,10,5,5,5,8,8,6,2,6,2,9,9,4,4,5,5,5,9,9,9,7,7,7,7,7,7,7,7,43,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I looked for desirable traits,1,1,1,NA,1,pass,eligible,1.2857142857142858,6.625,5,6,5.5,7,0
R_2Sl8Py15LVXllzf,3b2b29db,0,2018-11-24T13:12:08Z,2018-11-24T13:32:55Z,1,05d95338,"Bumble, OkCupid, eHarmony, Plenty of Fish, Tinder, Zoosk, meetme",-1,3,7,5,6,6,5,6,6,7,7,5,4,6,7,5,okc,100,5,2,10,2,1,1,7,6,6,5,4,5,9,10,4,4,4,2,5,8,10,8,6,4,5,4,5,5,4,4,37,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,Look for the negatives in people to weed those people out.,1,1,1,none,1,pass,eligible,5.428571428571429,5.875,1.3333333333333333,4,4.666666666666667,4.714285714285714,0
R_1mttNLE9igFhKeQ,ebcc816b,0,2018-11-24T14:50:26Z,2018-11-24T15:07:15Z,1,21a79424,Plenty of Fish,1,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,pof,15,1,3,6,2,5,3,8,8,3,2,3,2,8,8,6,6,3,2,2,7,7,7,3,3,3,2,2,2,2,2,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,POF,1,1,1,NA,1,fail,ineligible,5,4.625,3.3333333333333335,5,3.1666666666666665,2.4285714285714284,0
R_9tR7J8QJuuf8lpf,478e772d,0,2018-11-24T14:32:26Z,2018-11-24T15:08:14Z,1,c555209a,eHarmony,-1,7,6,3,5,4,6,7,7,7,6,4,5,5,5,5,eharm,7,1,2,10,6,6,4,9,9,5,4,6,2,10,10,4,4,5,5,6,8,9,9,6,6,6,6,6,6,5,6,37,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I looked for undesirable traits and tried to weed out the ones that wouldn't be compatible with me by using the strategy.,2,1,1,NA,1,pass,eligible,5.428571428571429,5.5,5.333333333333333,5,5.5,6,0
R_svOytMzOfw92fER,708d0dc3,0,2018-11-24T15:11:42Z,2018-11-24T15:38:09Z,1,9b744a17,eHarmony,-1,5,4,3,6,6,2,5,7,7,6,4,5,7,7,6,eharm,40,10,2,10,7,7,7,10,10,6,1,7,1,10,10,4,4,7,7,7,10,9,10,7,7,7,7,6,6,6,6,25,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,I just looked at all the profiles I could,1,1,1,NA,1,pass,eligible,4.428571428571429,6.125,7,6.666666666666667,6.833333333333333,6.571428571428571,0
R_1Q5bPoTaNchWOj6,96fbf956,0,2018-11-24T15:29:38Z,2018-11-24T15:53:21Z,1,a7a241af,eHarmony,1,5,4,5,6,3,4,2,4,4,3,4,3,5,5,3,eharm,10,1,2,10,5,3,3,8,7,4,5,4,5,6,8,7,8,5,3,5,7,8,9,5,4,4,5,6,4,4,4,25,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,eHarmony,2,1,1,NA,1,pass,eligible,4.142857142857143,3.875,3.6666666666666665,3.3333333333333335,4.666666666666667,4.571428571428571,0
R_1BR9EUa6sNBUIDx,4503c533,0,2018-11-24T15:54:29Z,2018-11-24T16:12:03Z,1,78c4f07c,"Bumble, OkCupid, Tinder, Hinge",1,7,7,7,5,5,6,7,7,7,7,6,4,5,5,7,okc,15,1,2,10,5,5,3,8,7,7,6,2,1,8,9,5,5,3,1,1,7,7,7,6,4,6,4,5,4,4,4,30,female,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,"I looked for desirable traits in each profile. I started with a base of attractiveness, and then moved on to personality in the profile.",1,1,1,NA,1,pass,eligible,6.285714285714286,6,4.333333333333333,5.333333333333333,2.8333333333333335,4.714285714285714,0
R_2CpNJxPo4J9uy8X,22932e6f,0,2018-11-24T17:35:32Z,2018-11-24T17:55:58Z,1,4ccabe9d,"Bumble, OkCupid",1,4,3,3,5,4,2,3,6,6,6,6,6,5,5,6,okc,15,3,2,10,7,6,5,9,8,7,2,7,1,8,9,5,6,4,4,6,9,10,9,7,7,7,7,7,7,6,6,27,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,When browsing the dating profiles I tried to find positive traits of the individuals instead of looking at the negatives of their profiles.,1,1,1,Everything was clear and easy to understand.,1,pass,eligible,3.4285714285714284,5.75,6,6.666666666666667,5.5,6.857142857142857,0
R_38Dg1JZO0vGiQP7,f10609d6,0,2018-11-24T17:39:53Z,2018-11-24T17:59:03Z,1,7f8c1240,"eHarmony, Tinder",-1,5,6,6,4,4,3,6,6,5,4,6,5,5,5,4,eharm,30,15,2,10,5,5,5,9,9,6,4,5,3,10,10,4,4,3,2,3,7,9,9,7,6,7,6,6,7,6,6,24,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,1,1,2,Look for undesirable traits,1,1,1,NA,1,pass,eligible,4.857142857142857,5,5,5,4,6.428571428571429,3
R_r6mOhBXtVzkbfwt,67d47788,0,2018-11-24T17:52:29Z,2018-11-24T18:14:03Z,1,3e5ff08c,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, JDate, OurTime, Tinder",1,3,2,3,2,3,4,4,1,5,2,2,3,3,3,1,pof,8,5,3,4,1,2,3,6,6,2,2,3,2,6,5,5,6,1,3,3,6,6,7,2,4,1,2,4,3,2,2,24,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,open end,2,3,8,none,1,fail,ineligible,3,2.5,2,4.666666666666667,2.8333333333333335,2.5714285714285716,0
R_RXHfcCQw59qhvUt,e0daae0c,0,2018-11-24T19:08:34Z,2018-11-24T19:30:09Z,1,b3762eec,"OkCupid, Tinder",-1,3,3,3,4,5,6,5,6,5,6,3,6,6,6,5,okc,12,4,2,10,5,6,5,9,9,6,2,6,3,9,9,5,5,5,5,5,8,8,7,7,7,4,5,6,7,5,4,32,male,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,1,I used to look for desirable traits.,1,1,1,I really like the strategy that looks for undesirable traits. I'll use this strategy more.,1,pass,eligible,4.142857142857143,5.375,5.333333333333333,5.666666666666667,4.833333333333333,5.714285714285714,1
R_pQRk1GSKUp4Z3tn,64e94b3e,0,2018-11-24T19:19:38Z,2018-11-24T19:40:39Z,1,cbf6cca9,OkCupid,1,5,2,5,4,4,3,3,5,6,4,4,4,5,5,4,okc,30,10,2,10,4,4,2,5,6,6,2,5,2,7,6,6,5,2,2,3,5,6,5,2,2,2,3,2,4,2,2,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,None,3,1,1,NA,1,pass,eligible,3.7142857142857144,4.625,3.3333333333333335,6,2.3333333333333335,2.4285714285714284,0
R_xgx3mHY5DZ5rfgJ,ff93d5c7,0,2018-11-24T19:16:34Z,2018-11-24T19:40:41Z,1,01c0f062,"OkCupid, Plenty of Fish",-1,5,6,4,2,5,4,4,7,7,5,5,5,5,5,4,okc,7,1,2,10,4,4,4,7,7,6,5,5,2,9,9,5,5,2,2,3,7,7,7,7,6,6,5,7,6,5,5,38,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,weeding out candidates based on undesirable traits,2,1,1,NA,1,pass,eligible,4.285714285714286,5.375,4,5,3.1666666666666665,6,0
R_2zIaPcAtLSExEHb,d9229b2c,0,2018-11-24T19:16:57Z,2018-11-24T19:44:50Z,1,f96ba899,"OkCupid, eHarmony, Grindr, Match.com/ca, Plenty of Fish, Tinder",-1,2,1,1,2,3,1,1,7,7,7,7,7,7,7,7,pof,40,20,2,10,7,7,7,10,10,7,1,7,1,10,10,4,4,5,7,5,5,4,5,6,6,6,6,6,7,6,6,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,i chose profiles with negative traits or traits i didn't particularly like,1,1,1,NA,1,pass,eligible,1.5714285714285714,7,7,7,3.6666666666666665,6.142857142857143,0
R_sAugHVvyz74F06l,51ca1046,0,2018-11-24T19:39:27Z,2018-11-24T19:59:59Z,1,a78f1bc8,Plenty of Fish,1,3,5,4,5,7,4,5,7,7,6,7,4,6,7,7,pof,11,0,2,10,7,7,7,9,9,7,1,7,1,10,10,4,4,3,3,4,8,8,7,3,2,1,3,3,2,2,3,20,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,I looked for positive traits that I would like in a partner,1,1,1,NA,1,pass,eligible,4.714285714285714,6.375,7,7,4,2.4285714285714284,0
R_1ovXY4nWZsR9Op4,e5415d34,0,2018-11-24T19:21:34Z,2018-11-24T20:19:37Z,1,54a65d0f,"OkCupid, Plenty of Fish, Tinder",-1,5,6,4,6,6,4,6,7,7,7,5,6,6,6,6,pof,15,4,2,10,6,5,5,5,5,5,2,6,2,7,7,8,8,5,6,6,6,6,6,6,6,6,6,7,6,6,5,32,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,Looking for things I disliked on profiles,1,1,1,NA,1,pass,eligible,5.285714285714286,6.25,5.333333333333333,5.666666666666667,4.333333333333333,6,0
R_3RqNrztWYaPAy08,cb0e375f,0,2018-11-24T20:15:56Z,2018-11-24T20:41:24Z,1,8af57ba9,"Bumble, OkCupid, Plenty of Fish",1,6,6,7,4,5,5,6,5,6,5,5,5,5,6,5,okc,15,4,2,10,6,6,5,9,9,6,4,7,2,9,9,6,4,4,4,5,8,10,9,7,6,7,5,6,6,5,6,30,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,2,"I started with seeing how far away the user was from my location and if they where relatively close, than I would judge their profile picture to see if I would be intereted to continue to view their profile.",3,1,1,N/A,1,pass,eligible,5.571428571428571,5.25,5.666666666666667,5.333333333333333,5.166666666666667,6.142857142857143,2
R_1I63yfGT3bFmmhq,8149edc3,0,2018-11-24T21:42:01Z,2018-11-24T21:58:15Z,1,5cdfa6e6,Plenty of Fish,-1,1,1,1,6,4,5,2,5,5,6,6,5,6,5,5,pof,15,0,2,10,5,7,6,8,9,7,1,7,1,9,10,4,4,4,3,4,4,4,4,2,2,1,1,2,1,1,1,32,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Look for negatives,1,1,1,NA,1,pass,eligible,2.857142857142857,5.375,6,7,2.3333333333333335,1.4285714285714286,0
R_2YRfulfXlT56STl,cc2d9dde,0,2018-11-24T21:42:51Z,2018-11-24T22:00:40Z,1,7c2e4906,"OkCupid, Plenty of Fish",-1,1,2,2,6,7,2,2,6,6,6,3,7,7,7,7,okc,10,4,2,10,6,4,5,9,8,5,4,5,2,8,9,4,5,5,5,7,5,9,8,5,6,5,4,4,5,6,6,23,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Looking at who matched most of interests,1,1,1,NA,1,pass,eligible,3.142857142857143,6.125,5,5,5,5,0
R_3sAN7G20vAzXO4W,72b566fe,0,2018-11-24T21:46:49Z,2018-11-24T22:14:42Z,1,a2f686bf,"OkCupid, eHarmony, Tinder",1,3,4,2,2,6,1,5,6,7,6,5,7,6,7,6,eharm,20,5,2,10,7,7,7,10,10,7,1,7,1,10,10,4,4,7,6,7,9,9,9,7,7,7,6,7,7,6,6,37,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,looked for desirable traits,1,1,1,None,1,pass,eligible,3.2857142857142856,6.25,7,7,6.333333333333333,6.714285714285714,0
R_5hVvmLwmk8BjdqF,cb2b0c67,0,2018-11-24T22:09:16Z,2018-11-24T23:05:02Z,1,0699f7f7,"OkCupid, Match.com/ca, Plenty of Fish, Tinder",1,4,5,7,4,5,5,5,3,4,3,6,5,5,5,6,okc,10,0,2,10,5,6,6,8,8,4,6,4,5,10,8,9,8,5,5,6,8,10,8,5,4,6,4,5,6,5,6,22,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"I just did what I would normally do and clicked through them, and read further if a picture caught my attention",1,1,1,None,1,pass,eligible,5,4.625,5.666666666666667,3,5.5,5.142857142857143,0
R_56Jtds6hBRIijEl,99b7a788,0,2018-11-24T23:44:42Z,2018-11-25T00:02:57Z,1,8f829fd4,"Bumble, Coffee Meets Bagel, OkCupid, Tinder",-1,6,7,6,4,5,7,6,6,2,6,6,3,5,4,3,okc,7,2,2,10,2,2,4,4,4,3,5,4,5,4,4,8,9,2,2,1,5,5,5,5,5,4,5,5,4,4,3,26,female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,"Since OK Cupid automatically showed me the profiles in which i had a strong match, it was hard to find undesirable traits so then i selected the lowest match percentage and browsed those profiles. It was hard to find things in their profile which were undesirable so i focused on the photos",2,1,1,NA,1,pass,eligible,5.857142857142857,4.375,2.6666666666666665,3,1.8333333333333333,4.428571428571429,0
